,id,retweet_count,favorite_count
944,751598357617971201,3346,8517
945,751583847268179968,1236,4760
946,751538714308972544,1402,5433
947,751456908746354688,1095,3457
948,751251247299190784,6505,13503
949,751205363882532864,2022,6803
950,751132876104687617,1441,5488
951,750868782890057730,1542,5175
952,750719632563142656,5589,14271
953,750506206503038976,1272,4809
954,750429297815552001,4782,14224
955,750383411068534784,1257,4895
956,750381685133418496,35,740
957,750147208377409536,1068,3336
958,750132105863102464,1398,3906
959,750117059602808832,1434,4654
960,750101899009982464,931,3280
961,750086836815486976,600,2338
962,750071704093859840,3696,8451
963,750056684286914561,983,3372
964,750041628174217216,685,3422
965,750026558547456000,871,2922
966,750011400160841729,1005,3494
967,749996283729883136,891,3263
968,749981277374128128,2709,5510
969,749774190421639168,1448,5014
970,749417653287129088,1848,6578
971,749403093750648834,604,2831
972,749395845976588288,3833,9267
973,749317047558017024,2448,5914
974,749075273010798592,2291,6216
975,749064354620928000,1674,5160
976,749036806121881602,862,3340
977,748977405889503236,3768,11563
978,748932637671223296,2486,6306
979,748705597323898880,1041,2975
980,748699167502000129,1767,5098
981,748692773788876800,1470,4562
982,748575535303884801,2202,6544
983,748568946752774144,745,2348
984,748346686624440324,1367,5614
985,748337862848962560,4561,8265
986,748324050481647620,844,3990
987,748307329658011649,792,3954
988,748220828303695873,8595,15205
989,747963614829678593,2378,6243
990,747933425676525569,2814,7134
991,747885874273214464,1093,3174
992,747844099428986880,823,3017
993,747816857231626240,1284,5227
994,747651430853525504,174,1483
995,747648653817413632,6443,13868
996,747600769478692864,601,2498
997,747594051852075008,1163,3965
998,747512671126323200,1744,5979
999,747461612269887489,1143,4163
1000,747439450712596480,2129,5850
1001,747242308580548608,3176,0
1002,747219827526344708,1737,5674
1003,747204161125646336,1010,3636
1004,747103485104099331,4421,10318
1005,746906459439529985,328,3104
1006,746872823977771008,2365,6436
1007,746818907684614144,1893,5689
1008,746790600704425984,1758,5233
1009,746757706116112384,4284,10262
1010,746726898085036033,1968,6493
1011,746542875601690625,2053,5408
1012,746521445350707200,1083,0
1013,746507379341139972,1190,4980
1014,746369468511756288,1812,6498
1015,746131877086527488,2423,7401
1016,746056683365994496,905,3810
1017,745789745784041472,1172,4344
1018,745712589599014916,2554,7482
1019,745433870967832576,2797,7636
1020,745422732645535745,2688,9214
1021,745314880350101504,3054,7688
1022,745074613265149952,3872,8403
1023,745057283344719872,2512,7769
1024,744995568523612160,692,3207
1025,744971049620602880,2958,8451
1026,744709971296780288,1708,6002
1027,744334592493166593,2356,7252
1028,744234799360020481,77362,128297
1029,744223424764059648,411,1826
1030,743980027717509120,1199,4452
1031,743895849529389061,1051,3910
1032,743835915802583040,2305,0
1033,743609206067040256,1512,4807
1034,743595368194129920,7223,19801
1035,743545585370791937,1034,3771
1036,743510151680958465,4059,8463
1037,743253157753532416,1329,4530
1038,743222593470234624,2098,6649
1039,743210557239623680,1502,4109
1040,742534281772302336,3896,7556
1041,742528092657332225,2181,4760
1042,742465774154047488,4253,7770
1043,742423170473463808,4178,10556
1044,742385895052087300,2183,7281
1045,742161199639494656,1508,4647
1046,742150209887731712,1713,5519
1047,741793263812808706,1656,4874
1048,741743634094141440,3033,8752
1049,741438259667034112,916,3933
1050,741303864243200000,3549,9400
1051,741099773336379392,6069,10740
1052,741067306818797568,3394,10106
1053,740995100998766593,3037,6859
1054,740711788199743490,1024,3650
1055,740699697422163968,854,3037
1056,740676976021798912,7479,19412
1057,740373189193256964,14613,37151
1058,740365076218183684,480,2656
1059,740359016048689152,936,3534
1060,740214038584557568,2156,7161
1061,739979191639244800,6505,21371
1062,739932936087216128,1183,4339
1063,739844404073074688,932,4057
1064,739623569819336705,1498,4083
1065,739606147276148736,1817,5764
1066,739544079319588864,23540,42595
1067,739485634323156992,3224,7713
1068,739238157791694849,50882,73331
1069,738891149612572673,6,115
1070,738885046782832640,1245,4032
1071,738883359779196928,890,3575
1072,738537504001953792,1713,5457
1073,738402415918125056,933,3507
1074,738184450748633089,1325,4622
1075,738166403467907072,3739,9415
1076,738156290900254721,725,2706
1077,737826014890496000,1938,5632
1078,737800304142471168,3795,10679
1079,737678689543020544,1466,5398
1080,737445876994609152,4892,11040
1081,737322739594330112,882,3860
1082,737310737551491075,8109,15695
1083,736736130620620800,1909,4618
1084,736392552031657984,8153,19001
1085,736365877722001409,1366,4281
1086,736225175608430592,3027,8695
1087,736010884653420544,3254,8460
1088,735991953473572864,1257,3853
1089,735648611367784448,1198,4300
1090,735635087207878657,2587,6620
1091,735274964362878976,5567,13905
1092,735256018284875776,966,3596
1093,735137028879360001,1055,3346
1094,734912297295085568,563,2923
1095,734787690684657664,6898,13427
1096,734776360183431168,590,2678
1097,734559631394082816,431,1601
1098,733828123016450049,852,3838
1099,733822306246479872,1104,3921
1100,733482008106668032,1039,3354
1101,733460102733135873,1403,4492
1102,733109485275860992,17339,45405
1103,732732193018155009,586,2603
1104,732726085725589504,967,3773
1105,732585889486888962,847,3938
1106,732375214819057664,2749,8632
1107,732005617171337216,5970,15962
1108,731285275100512256,1074,3724
1109,731156023742988288,1389,4090
1110,730924654643314689,2167,6540
1111,730573383004487680,2360,5261
1112,730427201120833536,1139,3701
1113,730211855403241472,1148,4091
1114,730196704625098752,2109,5212
1115,729854734790754305,1220,4295
1116,729838605770891264,418,1815
1117,729823566028484608,1355,4260
1118,729463711119904772,2516,6207
1119,729113531270991872,359,2013
1120,728986383096946689,892,3381
1121,728760639972315136,1849,4984
1122,728751179681943552,741,2985
1123,728653952833728512,1139,3534
1124,728409960103686147,2201,5257
1125,728387165835677696,1041,3920
1126,728046963732717569,1282,4604
1127,728035342121635841,1830,4851
1128,728015554473250816,1194,4377
1129,727685679342333952,696,3130
1130,727644517743104000,1911,6303
1131,727524757080539137,1338,4772
1132,727314416056803329,816,3542
1133,727286334147182592,896,3238
1134,727175381690781696,1493,4127
1135,727155742655025152,1448,3881
1136,726935089318363137,2668,7337
1137,726887082820554753,1642,4093
1138,726828223124897792,1098,3784
1139,726224900189511680,1268,4708
1140,725842289046749185,2887,7519
1141,725786712245440512,1482,4440
1142,725729321944506368,1943,5528
1143,725458796924002305,677,1504
1144,724983749226668032,1426,3952
1145,724771698126512129,699,2527
1146,724405726123311104,1800,5660
1147,724049859469295616,1928,4625
1148,724046343203856385,607,2841
1149,724004602748780546,1730,4467
1150,723912936180330496,1336,4141
1151,723688335806480385,3251,8225
1152,723673163800948736,972,3224
1153,723179728551723008,2050,5648
1154,722974582966214656,1715,4383
1155,722613351520608256,1786,5283
1156,721503162398597120,2049,4971
1157,721001180231503872,667,2686
1158,720785406564900865,842,3321
1159,720775346191278080,743,2637
1160,720415127506415616,1624,4398
1161,720389942216527872,2756,6841
1162,720340705894408192,1062,3061
1163,720059472081784833,1234,4148
1164,720043174954147842,2186,5221
1165,719991154352222208,1911,5156
1166,719704490224398336,1584,4864
1167,719551379208073216,2111,5392
1168,719367763014393856,804,2975
1169,719339463458033665,1359,4698
1170,719332531645071360,1041,3632
1171,718971898235854848,1202,3716
1172,718939241951195136,1916,5592
1173,718631497683582976,8831,20197
1174,718613305783398402,525,2607
1175,718540630683709445,1101,2655
1176,718460005985447936,581,2882
1177,718454725339934721,1640,5204
1178,718246886998687744,547,2054
1179,718234618122661888,1088,4120
1180,717841801130979328,649,2611
1181,717790033953034240,1230,3088
1182,717537687239008257,2005,6146
1183,717428917016076293,497,1707
1184,717421804990701568,922,3362
1185,717047459982213120,2077,6675
1186,717009362452090881,1068,3490
1187,716802964044845056,1277,4544
1188,716791146589110272,1515,5893
1189,716730379797970944,460,1305
1190,716447146686459905,6419,13992
1191,716439118184652801,239,2517
1192,716285507865542656,1188,2967
1193,716080869887381504,1898,5208
1194,715928423106027520,957,3410
1195,715758151270801409,1553,3975
1196,715733265223708672,1852,4972
1197,715704790270025728,616,2986
1198,715696743237730304,1408,4164
1199,715680795826982913,1769,4607
1200,715360349751484417,1715,5833
1201,715342466308784130,747,3216
1202,715220193576927233,716,2570
1203,715200624753819648,2054,5464
1204,715009755312439296,1349,4446
1205,714982300363173890,1127,4004
1206,714962719905021952,4666,7846
1207,714957620017307648,1550,4409
1208,714631576617938945,1091,3482
1209,714606013974974464,1016,3857
1210,714485234495041536,1270,2892
1211,714258258790387713,782,3205
1212,714251586676113411,918,3484
1213,714214115368108032,961,2419
1214,714141408463036416,1528,4579
1215,713919462244790272,849,3486
1216,713909862279876608,597,2036
1217,713900603437621249,811,3014
1218,713761197720473600,1498,5191
1219,713411074226274305,1408,4706
1220,713177543487135744,3097,7671
1221,713175907180089344,1585,4754
1222,712809025985978368,7351,19858
1223,712717840512598017,5453,13199
1224,712668654853337088,1328,4438
1225,712438159032893441,1703,5674
1226,712309440758808576,25,261
1227,712097430750289920,1135,4051
1228,712092745624633345,983,3136
1229,712085617388212225,529,3451
1230,712065007010385924,685,2415
1231,711998809858043904,137,0
1232,711968124745228288,2522,8593
1233,711743778164514816,1074,3029
1234,711732680602345472,4508,9505
1235,711694788429553666,19924,35057
1236,711652651650457602,1001,4127
1237,711363825979756544,1242,3897
1238,711306686208872448,797,3528
1239,711008018775851008,683,3199
1240,710997087345876993,1517,4859
1241,710844581445812225,748,2720
1242,710833117892898816,586,2872
1243,710658690886586372,615,2462
1244,710609963652087808,2560,5124
1245,710588934686908417,2049,4870
1246,710296729921429505,801,2527
1247,710283270106132480,563,2275
1248,710272297844797440,1377,4831
1249,710269109699739648,1228,2562
1250,710153181850935296,971,3099
1251,710140971284037632,976,2955
1252,710117014656950272,2175,5862
1253,709918798883774466,1168,3183
1254,709901256215666688,108,718
1255,709852847387627521,1301,3744
1256,709566166965075968,1320,3770
1257,709556954897764353,1162,3506
1258,709519240576036864,263,1586
1259,709449600415961088,646,2373
1260,709409458133323776,761,2796
1261,709225125749587968,627,2553
1262,709207347839836162,6372,13460
1263,709198395643068416,699,2569
1264,709179584944730112,736,2147
1265,709158332880297985,453,2184
1266,709042156699303936,1797,5086
1267,708853462201716736,717,1911
1268,708845821941387268,979,3170
1269,708834316713893888,549,1821
1270,708810915978854401,7609,17628
1271,708738143638450176,887,2927
1272,708711088997666817,796,2726
1273,708479650088034305,740,2719
1274,708469915515297792,894,3283
1275,708400866336894977,11047,17111
1276,708356463048204288,1471,3854
1277,708349470027751425,806,2514
1278,708149363256774660,1686,4557
1279,708130923141795840,915,3620
1280,708119489313951744,1066,2870
1281,708109389455101952,589,2066
1282,708026248782585858,2102,4663
1283,707995814724026368,1224,3315
1284,707983188426153984,2,51
1285,707969809498152960,1058,2879
1286,707776935007539200,1035,3502
1287,707741517457260545,668,2658
1288,707738799544082433,2701,4383
1289,707693576495472641,1095,3657
1290,707629649552134146,958,2762
1291,707610948723478529,7020,18125
1292,707420581654872064,763,2435
1293,707411934438625280,652,2429
1294,707387676719185920,1427,3750
1295,707377100785885184,1178,3519
1296,707315916783140866,703,2633
1297,707297311098011648,877,2945
1298,707059547140169728,740,2751
1299,707038192327901184,874,2351
1300,707021089608753152,1500,4337
1301,707014260413456384,647,2462
1302,706904523814649856,8579,15576
1303,706901761596989440,660,2210
1304,706681918348251136,1057,3549
1305,706644897839910912,1195,2757
1306,706593038911545345,688,2306
1307,706538006853918722,1539,3696
1308,706516534877929472,1127,3311
1309,706346369204748288,1004,3678
1310,706310011488698368,8751,22927
1311,706291001778950144,511,1817
1312,706265994973601792,1000,2912
1313,706169069255446529,2436,4190
1314,706166467411222528,1764,5507
1315,706153300320784384,420,1600
1316,705975130514706432,808,3319
1317,705970349788291072,975,3363
1318,705898680587526145,620,2536
1319,705786532653883392,578,2089
1320,705591895322394625,1265,3393
1321,705475953783398401,1010,3163
1322,705442520700944385,1804,4762
1323,705428427625635840,1859,4081
1324,705239209544720384,818,3208
1325,705223444686888960,881,2761
1326,705102439679201280,565,2301
1327,705066031337840642,662,2327
1328,704871453724954624,1217,4554
1329,704859558691414016,599,2412
1330,704847917308362754,1681,5470
1331,704819833553219584,1105,2832
1332,704761120771465216,3176,7106
1333,704499785726889984,1090,3147
1334,704491224099647488,92,818
1335,704480331685040129,1155,3642
1336,704364645503647744,3884,8605
1337,704347321748819968,386,1691
1338,704134088924532736,509,1621
1339,704113298707505153,616,1989
1340,704054845121142784,1001,3128
1341,703774238772166656,510,1976
1342,703769065844768768,1241,3522
1343,703631701117943808,757,2779
1344,703611486317502464,1664,4135
1345,703425003149250560,1512,4075
1346,703407252292673536,761,2638
1347,703382836347330562,1249,3753
1348,703356393781329922,422,2039
1349,703268521220972544,607,2106
1350,703079050210877440,3381,7902
1351,703041949650034688,13746,28296
1352,702932127499816960,791,2774
1353,702899151802126337,493,1729
1354,702684942141153280,1178,3440
1355,702671118226825216,613,2343
1356,702598099714314240,3595,11077
1357,702539513671897089,1055,3073
1358,702332542343577600,1701,3426
1359,702321140488925184,1129,3516
1360,702276748847800320,834,2646
1361,702217446468493312,1466,5145
1362,701981390485725185,1082,3682
1363,701952816642965504,1113,4083
1364,701889187134500865,1508,3813
1365,701805642395348998,1850,3670
1366,701601587219795968,502,2237
1367,701570477911896070,1023,3011
1368,701545186879471618,664,2835
1369,701214700881756160,5621,13115
1370,700890391244103680,629,2381
1371,700864154249383937,669,2778
1372,700847567345688576,545,2602
1373,700796979434098688,1045,2607
1374,700747788515020802,10288,24507
1375,700518061187723268,873,2819
1376,700505138482569216,624,2441
1377,700462010979500032,1970,4443
1378,700167517596164096,817,2840
1379,700151421916807169,725,2397
1380,700143752053182464,3024,8082
1381,700062718104104960,759,2824
1382,700029284593901568,636,2212
1383,700002074055016451,1472,3541
1384,699801817392291840,1055,3264
1385,699788877217865730,543,2409
1386,699779630832685056,1356,2964
1387,699775878809702401,667,2097
1388,699691744225525762,5023,10983
1389,699446877801091073,2858,6353
1390,699434518667751424,559,2326
1391,699423671849451520,362,1468
1392,699413908797464576,675,2207
1393,699370870310113280,481,2012
1394,699323444782047232,948,3383
1395,699088579889332224,689,2393
1396,699079609774645248,716,2620
1397,699072405256409088,1294,3218
1398,699060279947165696,1989,4047
1399,699036661657767936,1307,2795
1400,698989035503689728,1080,3629
1401,698953797952008193,983,2902
1402,698907974262222848,680,2724
1403,698710712454139905,752,2653
1404,698703483621523456,413,1555
1405,698635131305795584,374,1375
1406,698549713696649216,679,2485
1407,698355670425473025,492,2004
1408,698342080612007937,1041,2431
1409,698262614669991936,2202,5093
1410,698195409219559425,6546,17981
1411,698178924120031232,806,3011
1412,697995514407682048,364,1631
1413,697990423684476929,1415,3522
1414,697943111201378304,756,2573
1415,697881462549430272,1299,3240
1416,697630435728322560,591,1867
1417,697616773278015490,1103,3383
1418,697596423848730625,1379,3243
1419,697575480820686848,552,2190
1420,697516214579523584,1243,2226
1421,697482927769255936,741,2591
1422,697463031882764288,1511,3655
1423,697270446429966336,2033,4999
1424,697259378236399616,1091,3527
1425,697255105972801536,1272,3238
1426,697242256848379904,731,2692
1427,696900204696625153,1123,3421
1428,696894894812565505,738,2519
1429,696886256886657024,1958,5177
1430,696877980375769088,781,2621
1431,696754882863349760,388,1577
1432,696744641916489729,1036,2228
1433,696713835009417216,713,2546
1434,696518437233913856,1850,4186
1435,696490539101908992,162,1310
1436,696488710901260288,1132,2724
1437,696405997980676096,1247,3446
1438,696100768806522880,726,2076
1439,695816827381944320,1281,3210
1440,695794761660297217,852,3412
1441,695767669421768709,819,2006
1442,695629776980148225,2310,4904
1443,695446424020918272,1978,4662
1444,695409464418041856,3907,9227
1445,695314793360662529,1618,3911
1446,695095422348574720,674,2824
1447,695074328191332352,1207,3045
1448,695064344191721472,658,1720
1449,695051054296211456,863,2854
1450,694925794720792577,1005,2889
1451,694905863685980160,1028,2968
1452,694669722378485760,15831,38209
1453,694356675654983680,317,1615
1454,694352839993344000,678,2184
1455,694342028726001664,531,1688
1456,694329668942569472,548,2150
1457,694206574471057408,2235,4488
1458,694183373896572928,1014,3151
1459,694001791655137281,1132,3626
1460,693993230313091072,443,2007
1461,693942351086120961,404,1849
1462,693647888581312512,650,2893
1463,693644216740769793,142,1439
1464,693642232151285760,455,2724
1465,693629975228977152,878,2628
1466,693622659251335168,406,1650
1467,693590843962331137,2155,5430
1468,693582294167244802,281,1758
1469,693486665285931008,683,1899
1470,693280720173801472,1362,3597
1471,693267061318012928,899,2556
1472,693262851218264065,549,2393
1473,693231807727280129,805,3066
1474,693155686491000832,3509,8459
1475,693109034023534592,672,1844
1476,693095443459342336,506,2009
1477,692919143163629568,816,2860
1478,692905862751522816,963,2612
1479,692901601640583168,661,1920
1480,692894228850999298,883,2440
1481,692828166163931137,963,3080
1482,692752401762250755,3984,7317
1483,692568918515392513,1686,4654
1484,692535307825213440,1486,3427
1485,692530551048294401,459,1980
1486,692423280028966913,253,1582
1487,692417313023332352,3808,10049
1488,692187005137076224,901,2697
1489,692158366030913536,875,2309
1490,692142790915014657,430,1756
1491,692041934689402880,1394,3645
1492,692017291282812928,1049,3070
1493,691820333922455552,1803,4226
1494,691793053716221953,4605,8722
1495,691756958957883396,1122,3098
1496,691675652215414786,559,2078
1497,691483041324204033,629,2544
1498,691459709405118465,1253,4352
1499,691444869282295808,932,2840
1500,691416866452082688,8392,20754
1501,691321916024623104,722,2767
1502,691096613310316544,981,3174
1503,691090071332753408,371,1827
1504,690989312272396288,3159,6345
1505,690959652130045952,1382,3829
1506,690938899477221376,2189,4438
1507,690932576555528194,1117,3527
1508,690735892932222976,1403,4041
1509,690728923253055490,570,2321
1510,690690673629138944,867,2489
1511,690649993829576704,307,1399
1512,690607260360429569,19,308
1513,690597161306841088,657,2104
1514,690400367696297985,495,2000
1515,690374419777196032,948,3480
1516,690360449368465409,977,2850
1517,690348396616552449,559,1609
1518,690248561355657216,454,1805
1519,690021994562220032,1135,2994
1520,690015576308211712,807,2684
1521,690005060500217858,1852,3918
1522,689999384604450816,412,1527
1523,689993469801164801,502,1578
1524,689977555533848577,487,1462
1525,689905486972461056,759,2597
1526,689877686181715968,1302,3233
1527,689835978131935233,825,2318
1528,689661964914655233,1014,3424
1529,689659372465688576,4274,11152
1530,689623661272240129,717,2401
1531,689599056876867584,6063,12470
1532,689557536375177216,509,2204
1533,689517482558820352,1565,3632
1534,689289219123089408,1013,2410
1535,689283819090870273,1211,3526
1536,689280876073582592,788,2143
1537,689275259254616065,272,1240
1538,689255633275777024,1181,2746
1539,689154315265683456,1102,3280
1540,689143371370250240,568,2178
1541,688916208532455424,959,2925
1542,688908934925697024,847,2267
1543,688898160958271489,864,2251
1544,688894073864884227,768,2389
1545,688828561667567616,406,1472
1546,688804835492233216,215,1025
1547,688789766343622656,728,2376
1548,688547210804498433,770,2791
1549,688519176466644993,799,2471
1550,688385280030670848,4886,9974
1551,688211956440801280,918,2381
1552,688179443353796608,645,2267
1553,688116655151435777,861,3024
1554,688064179421470721,394,1838
1555,687841446767013888,2786,5869
1556,687826841265172480,1253,2925
1557,687818504314159109,1048,2684
1558,687807801670897665,766,2562
1559,687732144991551489,723,1890
1560,687704180304273409,928,2618
1561,687664829264453632,564,2078
1562,687494652870668288,631,2051
1563,687480748861947905,273,1715
1564,687476254459715584,591,2122
1565,687460506001633280,594,2188
1566,687399393394311168,687,2032
1567,687317306314240000,10067,21566
1568,687312378585812992,2090,4670
1569,687127927494963200,2515,5861
1570,687124485711986689,557,2320
1571,687109925361856513,2714,6221
1572,687102708889812993,1091,2508
1573,687096057537363968,670,2402
1574,686947101016735744,3484,9228
1575,686760001961103360,1508,3765
1576,686749460672679938,1606,3732
1577,686730991906516992,1315,4448
1578,686683045143953408,884,3006
1579,686618349602762752,1493,3942
1580,686606069955735556,595,2022
1581,686394059078897668,752,1883
1582,686386521809772549,973,3480
1583,686377065986265092,619,2376
1584,686358356425093120,751,2355
1585,686286779679375361,1834,4291
1586,686050296934563840,810,2367
1587,686035780142297088,133,1239
1588,686034024800862208,1287,3340
1589,686007916130873345,459,2648
1590,686003207160610816,704,1950
1591,685973236358713344,590,2266
1592,685943807276412928,673,1757
1593,685906723014619143,3198,8074
1594,685681090388975616,139,2172
1595,685667379192414208,634,2506
1596,685663452032069632,1606,3477
1597,685641971164143616,853,3140
1598,685547936038666240,17231,35355
1599,685532292383666176,1269,3262
1600,685325112850124800,4393,10192
1601,685321586178670592,712,2841
1602,685315239903100929,1185,3585
1603,685307451701334016,482,2214
1604,685268753634967552,1333,3329
1605,685198997565345792,735,2491
1606,685169283572338688,1566,4387
1607,684969860808454144,422,2453
1608,684959798585110529,3439,7152
1609,684940049151070208,1151,3446
1610,684926975086034944,522,3759
1611,684914660081053696,1608,3754
1612,684902183876321280,585,2007
1613,684880619965411328,911,2252
1614,684830982659280897,23726,37648
1615,684800227459624960,1090,2910
1616,684594889858887680,3889,9580
1617,684588130326986752,1548,4416
1618,684567543613382656,1361,3224
1619,684538444857667585,1059,2841
1620,684481074559381504,1286,4144
1621,684460069371654144,611,2115
1622,684241637099323392,3624,8749
1623,684225744407494656,232,1330
1624,684222868335505415,1521,4123
1625,684200372118904832,1133,2328
1626,684195085588783105,571,2054
1627,684188786104872960,1292,3728
1628,684177701129875456,739,2163
1629,684147889187209216,1647,3191
1630,684122891630342144,525,2133
1631,684097758874210310,1574,4406
1632,683857920510050305,1226,4062
1633,683852578183077888,385,2062
1634,683849932751646720,1079,2811
1635,683834909291606017,1215,2811
1636,683828599284170753,1159,2986
1637,683773439333797890,1486,3590
1638,683742671509258241,3662,6987
1639,683515932363329536,3191,7885
1640,683498322573824003,1053,3392
1641,683481228088049664,1088,2818
1642,683462770029932544,736,2613
1643,683449695444799489,1767,4171
1644,683391852557561860,2620,8144
1645,683357973142474752,1035,3158
1646,683142553609318400,1147,3086
1647,683111407806746624,1005,3643
1648,683098815881154561,717,2320
1649,683078886620553216,617,2127
1650,683030066213818368,805,2314
1651,682962037429899265,18389,39707
1652,682808988178739200,204,1897
1653,682788441537560576,1232,2644
1654,682750546109968385,479,1629
1655,682697186228989953,393,1409
1656,682662431982772225,1178,3265
1657,682638830361513985,659,2204
1658,682429480204398592,1274,3668
1659,682406705142087680,1943,8116
1660,682393905736888321,750,2387
1661,682389078323662849,511,1788
1662,682303737705140231,1097,3299
1663,682259524040966145,1343,4470
1664,682242692827447297,1300,3486
1665,682088079302213632,10912,19649
1666,682059653698686977,1863,5321
1667,682047327939461121,1063,3439
1668,682032003584274432,2217,7041
1669,682003177596559360,1675,3373
1670,681981167097122816,1132,2968
1671,681891461017812993,913,2642
1672,681694085539872773,4443,13684
1673,681679526984871937,488,1877
1674,681654059175129088,1021,2831
1675,681610798867845120,518,2048
1676,681579835668455424,1441,3801
1677,681523177663676416,6402,15338
1678,681340665377193984,304,1755
1679,681339448655802368,4455,9944
1680,681320187870711809,840,2846
1681,681302363064414209,2011,4225
1682,681297372102656000,1053,3402
1683,681281657291280384,1209,3438
1684,681261549936340994,300,1556
1685,681242418453299201,600,1602
1686,681231109724700672,529,2556
1687,681193455364796417,1636,3967
1688,680970795137544192,725,2594
1689,680959110691590145,2181,4874
1690,680940246314430465,1165,3449
1691,680934982542561280,484,2219
1692,680913438424612864,679,2556
1693,680889648562991104,402,1888
1694,680836378243002368,1462,3685
1695,680805554198020098,723,2317
1696,680801747103793152,905,2530
1697,680798457301471234,1144,3055
1698,680609293079592961,783,2819
1699,680583894916304897,1472,3853
1700,680497766108381184,2101,4526
1701,680494726643068929,528,1829
1702,680473011644985345,821,2710
1703,680440374763077632,552,1550
1704,680221482581123072,318,1557
1705,680206703334408192,1290,3035
1706,680191257256136705,559,2293
1707,680176173301628928,1713,4169
1708,680161097740095489,801,2473
1709,680145970311643136,1907,3870
1710,680130881361686529,1041,2454
1711,680115823365742593,1001,2899
1712,680100725817409536,1502,3810
1713,680085611152338944,9763,13656
1714,680070545539371008,962,2741
1715,680055455951884288,7819,17854
1716,679877062409191424,706,2098
1717,679872969355714560,724,2313
1718,679862121895714818,684,2632
1719,679854723806179328,1355,3069
1720,679844490799091713,856,2536
1721,679828447187857408,15377,38752
1722,679777920601223168,1229,3292
1723,679736210798047232,879,2239
1724,679729593985699840,905,2312
1725,679722016581222400,517,1769
1726,679530280114372609,2274,5087
1727,679527802031484928,801,2831
1728,679511351870550016,1412,3608
1729,679503373272485890,1625,3382
1730,679475951516934144,703,2247
1731,679462823135686656,20668,33959
1732,679405845277462528,1328,2540
1733,679158373988876288,8904,22973
1734,679148763231985668,1130,2960
1735,679132435750195208,1274,3168
1736,679111216690831360,2811,6364
1737,679062614270468097,9029,18258
1738,679047485189439488,751,2408
1739,679001094530465792,1351,3013
1740,678991772295516161,1282,2481
1741,678969228704284672,506,1747
1742,678800283649069056,988,2746
1743,678798276842360832,1302,3721
1744,678774928607469569,1010,2965
1745,678767140346941444,1504,3764
1746,678764513869611008,526,1742
1747,678755239630127104,3634,7623
1748,678740035362037760,1870,3992
1749,678708137298427904,2667,5933
1750,678675843183484930,1633,3067
1751,678643457146150913,468,2183
1752,678446151570427904,1724,4258
1753,678424312106393600,2785,5774
1754,678410210315247616,1996,4519
1755,678399652199309312,30249,61791
1756,678396796259975168,458,1690
1757,678389028614488064,459,1988
1758,678380236862578688,987,2592
1759,678341075375947776,589,1838
1760,678334497360859136,292,1381
1761,678278586130948096,6641,12229
1762,678255464182861824,407,1687
1763,678023323247357953,424,2048
1764,678021115718029313,6949,14635
1765,677961670166224897,1830,3623
1766,677918531514703872,445,1436
1767,677895101218201600,2313,5141
1768,677716515794329600,1064,3241
1769,677700003327029250,1566,3597
1770,677698403548192770,348,1299
1771,677687604918272002,918,2627
1772,677673981332312066,1632,3544
1773,677662372920729601,1064,2074
1774,677644091929329666,868,1996
1775,677573743309385728,797,2271
1776,677565715327688705,498,1368
1777,677557565589463040,1269,2588
1778,677547928504967168,3958,7360
1779,677530072887205888,244,1128
1780,677335745548390400,1949,3240
1781,677334615166730240,320,1436
1782,677331501395156992,258,1154
1783,677328882937298944,1632,3853
1784,677314812125323265,586,1749
1785,677301033169788928,451,1320
1786,677269281705472000,766,2106
1787,677228873407442944,1781,3749
1788,677187300187611136,1000,2900
1789,676975532580409345,1167,2936
1790,676957860086095872,882,2336
1791,676949632774234114,428,1375
1792,676948236477857792,951,2298
1793,676946864479084545,410,1803
1794,676942428000112642,831,2202
1795,676936541936185344,5348,13467
1796,676916996760600576,1949,3148
1797,676897532954456065,787,2380
1798,676864501615042560,780,2228
1799,676821958043033607,17008,24464
1800,676819651066732545,720,1907
1801,676811746707918848,457,1500
1802,676776431406465024,2183,5273
1803,676617503762681856,1069,3064
1804,676613908052996102,210,1151
1805,676606785097199616,478,1990
1806,676603393314578432,425,1235
1807,676593408224403456,2339,4838
1808,676590572941893632,139,976
1809,676588346097852417,865,2469
1810,676582956622721024,305,1273
1811,676575501977128964,1219,2729
1812,676533798876651520,604,1980
1813,676496375194980353,578,1596
1814,676470639084101634,5073,12323
1815,676440007570247681,727,1817
1816,676430933382295552,373,1473
1817,676263575653122048,591,2186
1818,676237365392908289,321,1289
1819,676219687039057920,33716,79186
1820,676215927814406144,637,1829
1821,676191832485810177,1112,2401
1822,676146341966438401,723,2024
1823,676121918416756736,1264,2267
1824,676101918813499392,1249,2962
1825,676098748976615425,1561,3185
1826,676089483918516224,463,1384
1827,675898130735476737,628,1727
1828,675891555769696257,946,2247
1829,675888385639251968,1037,2516
1830,675878199931371520,1525,4411
1831,675870721063669760,611,1734
1832,675853064436391936,1409,2843
1833,675849018447167488,165,995
1834,675845657354215424,964,2406
1835,675822767435051008,574,1607
1836,675820929667219457,247,1108
1837,675798442703122432,3654,10819
1838,675781562965868544,513,1702
1839,675740360753160193,373,1222
1840,675710890956750848,899,1994
1841,675707330206547968,746,2099
1842,675706639471788032,103,678
1843,675534494439489536,451,1904
1844,675531475945709568,415,1243
1845,675522403582218240,307,1093
1846,675517828909424640,492,1377
